TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
Dell Inc.,"Dell Precision T3400 (Intel QX9650, 3.00 GHz)",Yes,4,1,4,1,22.7&nbsp;,23.4&nbsp;
Dell Inc.,"Dell Precision T7400 (Intel Xeon X5272, 3.40 GHz)",Yes,4,2,2,1,25.0&nbsp;,25.7&nbsp;
Dell Inc.,"Dell Precision R5400 (Intel Xeon X5270, 3.50 GHz)",Yes,4,2,2,1,23.0&nbsp;,23.7&nbsp;
Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.6&nbsp;,19.3&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2384, 2.70 GHz)",Yes,8,2,4,1,18.8&nbsp;,23.2&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6&nbsp;,21.6&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.4&nbsp;,22.6&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.4&nbsp;,20.3&nbsp;
Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.5&nbsp;,20.3&nbsp;
Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1&nbsp;,21.0&nbsp;
Dell Inc.,"PowerEdge T605 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.0&nbsp;,21.0&nbsp;
Dell Inc.,"PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)",Yes,8,2,4,1,18.6&nbsp;,19.3&nbsp;
Dell Inc.,"Dell Precision R5400 (Intel Xeon E5450, 3.00 GHz)",Yes,8,2,4,1,21.5&nbsp;,22.2&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2380, 2.50 GHz)",Yes,8,2,4,1,17.6&nbsp;,21.7&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2382, 2.60 GHz)",Yes,8,2,4,1,18.4&nbsp;,22.6&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1&nbsp;,21.0&nbsp;
Dell Inc.,"PowerEdge T605 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.5&nbsp;,20.4&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2378, 2.40 GHz)",Yes,8,2,4,1,17.1&nbsp;,21.1&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2376, 2.30 GHz)",Yes,8,2,4,1,16.6&nbsp;,20.5&nbsp;
Dell Inc.,"PowerEdge R300 (Intel Xeon X3353, 2.66 GHz)",Yes,4,1,4,1,21.3&nbsp;,22.1&nbsp;
Dell Inc.,"PowerEdge R300 (Intel Xeon X3363, 2.83 GHz)",Yes,4,1,4,1,22.2&nbsp;,23.0&nbsp;
Dell Inc.,"PowerEdge R300 (Intel Xeon X5460, 3.16 GHz)",Yes,4,1,4,1,23.4&nbsp;,24.3&nbsp;
Dell Inc.,"PowerEdge T100 (Intel Xeon X3330, 2.66 GHz)",Yes,4,1,4,1,21.6&nbsp;,22.4&nbsp;
Dell Inc.,"PowerEdge T300 (Intel Xeon X3363, 2.83 GHz)",Yes,4,1,4,1,22.2&nbsp;,23.1&nbsp;
Dell Inc.,"PowerEdge T300 (Intel Xeon X3353, 2.66 GHz)",Yes,4,1,4,1,21.5&nbsp;,22.3&nbsp;
Dell Inc.,"PowerEdge T300 (Intel Xeon X5460, 3.16 GHz)",Yes,4,1,4,1,23.5&nbsp;,24.5&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6&nbsp;,19.2&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1&nbsp;,19.8&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6&nbsp;,19.1&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1&nbsp;,19.9&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.0&nbsp;,19.7&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.5&nbsp;,19.0&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8374 HE, 2.20 GHz)",Yes,16,4,4,1,15.6&nbsp;,19.5&nbsp;
Dell Inc.,"PowerEdge R805 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6&nbsp;,19.1&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8376 HE, 2.30 GHz)",Yes,16,4,4,1,16.3&nbsp;,20.1&nbsp;
Dell Inc.,"PowerEdge R805 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.0&nbsp;,19.8&nbsp;
Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2372 HE, 2.10 GHz)",Yes,8,2,4,1,15.6&nbsp;,19.1&nbsp;
Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2374 HE, 2.20 GHz)",Yes,8,2,4,1,16.1&nbsp;,19.7&nbsp;
Dell Inc.,"PowerEdge R905 (AMD Opteron 8376 HE, 2.30 GHz)",Yes,16,4,4,1,16.2&nbsp;,19.7&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.0&nbsp;,38.1&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.0&nbsp;,39.2&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.4&nbsp;,38.5&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.4&nbsp;,39.6&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.4&nbsp;,39.5&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.3&nbsp;,39.5&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon W5580, 3.20 GHz)",Yes,8,2,4,1,36.3&nbsp;,37.8&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,1,35.4&nbsp;,36.6&nbsp;
Dell Inc.,"Dell Precision T3500 (Intel Xeon W3570, 3.20 GHz)",Yes,4,1,4,2,37.5&nbsp;,38.9&nbsp;
Dell Inc.,"Dell Precision T3500 (Intel Xeon X5570, 2.93 GHz)",Yes,4,1,4,1,36.5&nbsp;,37.8&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon W5580, 3.20 GHz)",Yes,8,2,4,2,38.9&nbsp;,41.1&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.4&nbsp;,33.3&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,35.3&nbsp;,37.2&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5520, 2.27 GHz)",Yes,8,2,4,2,29.2&nbsp;,31.1&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.4&nbsp;,32.3&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.7&nbsp;,33.5&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,35.4&nbsp;,37.3&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,35.2&nbsp;,37.1&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.2&nbsp;,38.2&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.6&nbsp;,33.6&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.5&nbsp;,32.3&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.4&nbsp;,39.6&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.2&nbsp;,38.2&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.5&nbsp;,23.8&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.2&nbsp;,24.6&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.6&nbsp;,25.1&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.5&nbsp;,33.6&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5520, 2.27 GHz)",Yes,8,2,4,2,29.4&nbsp;,31.2&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,35.0&nbsp;,37.2&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,35.1&nbsp;,37.3&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5520, 2.27 GHz)",Yes,8,2,4,2,29.4&nbsp;,31.2&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.4&nbsp;,32.3&nbsp;
Dell Inc.,"PowerEdge M610 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.5&nbsp;,21.6&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.4&nbsp;,31.2&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.5&nbsp;,25.2&nbsp;
Dell Inc.,"PowerEdge R805 (AMD Opteron 2389, 2.90 GHz)",Yes,8,2,4,1,19.6&nbsp;,24.3&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2381 HE, 2.50 GHz)",Yes,8,2,4,1,17.5&nbsp;,21.6&nbsp;
Dell Inc.,"PowerEdge R805 (AMD Opteron 2387, 2.80 GHz)",Yes,8,2,4,1,19.2&nbsp;,23.8&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2379 HE, 2.40 GHz)",Yes,8,2,4,1,17.0&nbsp;,21.2&nbsp;
Dell Inc.,"PowerEdge R905 (AMD Opteron 8387, 2.80 GHz)",Yes,16,4,4,1,19.0&nbsp;,23.4&nbsp;
Dell Inc.,"PowerEdge R905 (AMD Opteron 8389, 2.90 GHz)",Yes,16,4,4,1,19.3&nbsp;,23.7&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8379 HE, 2.40 GHz)",Yes,16,4,4,1,16.7&nbsp;,20.6&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8381 HE, 2.50 GHz)",Yes,16,4,4,1,17.4&nbsp;,21.5&nbsp;
Dell Inc.,"PowerEdge M805 (AMD Opteron 2393 SE, 3.10 GHz)",Yes,8,2,4,1,20.5&nbsp;,25.4&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8393 SE, 3.10 GHz)",Yes,16,4,4,1,20.2&nbsp;,25.3&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.5&nbsp;,24.1&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8393 SE, 3.10 GHz)",Yes,16,4,4,1,19.9&nbsp;,24.5&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.6&nbsp;,24.0&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.7&nbsp;,32.5&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.6&nbsp;,24.8&nbsp;
Dell Inc.,"PowerEdge R805 (AMD Opteron 2393 SE, 3.10 GHz)",Yes,8,2,4,1,20.3&nbsp;,25.3&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.7&nbsp;,24.0&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8393 SE, 3.10 GHz)",Yes,16,4,4,1,19.1&nbsp;,23.7&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.6&nbsp;,21.7&nbsp;
Dell Inc.,"PowerEdge M605 (AMD Opteron 2387, 2.80 GHz)",Yes,8,2,4,1,19.0&nbsp;,23.4&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8389, 2.90 GHz)",Yes,16,4,4,1,18.3&nbsp;,22.5&nbsp;
Dell Inc.,"PowerEdge SC1435 (AMD Opteron 2393 SE, 3.10 GHz)",Yes,8,2,4,1,20.2&nbsp;,24.9&nbsp;
Dell Inc.,"PowerEdge T605 (AMD Opteron 2393 SE, 3.10 GHz)",Yes,8,2,4,1,20.2&nbsp;,24.9&nbsp;
Dell Inc.,"PowerEdge M905 (AMD Opteron 8393 SE, 3.10 GHz)",Yes,16,4,4,1,19.1&nbsp;,23.5&nbsp;
Dell Inc.,"PowerEdge 2970 (AMD Opteron 2393 SE, 3.10 GHz)",Yes,8,2,4,1,20.2&nbsp;,25.2&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.6&nbsp;,38.7&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.7&nbsp;,21.7&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.9&nbsp;,21.8&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.8&nbsp;,24.1&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.6&nbsp;,31.4&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5530, 2.4 GHz)",Yes,8,2,4,2,30.4&nbsp;,32.4&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.5&nbsp;,38.4&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.8&nbsp;,33.4&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.6&nbsp;,39.8&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.7&nbsp;,21.8&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.5&nbsp;,31.2&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5530, 2.4 GHz)",Yes,8,2,4,2,30.5&nbsp;,32.4&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon X5550, 2.66 GHz)",Yes,8,2,4,2,35.3&nbsp;,37.5&nbsp;
Dell Inc.,"PowerEdge M710 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.9&nbsp;,21.9&nbsp;
Dell Inc.,"PowerEdge R610 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.5&nbsp;,33.7&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon L5506, 2.13 GHz)",Yes,8,2,4,1,23.9&nbsp;,25.3&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.7&nbsp;,33.6&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.7&nbsp;,21.8&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.6&nbsp;,24.0&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.6&nbsp;,32.5&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,19.6&nbsp;,20.5&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.7&nbsp;,38.7&nbsp;
Dell Inc.,"PowerEdge T410 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,38.0&nbsp;,40.0&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.7&nbsp;,21.8&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.5&nbsp;,24.0&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.5&nbsp;,25.2&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.7&nbsp;,31.4&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.4&nbsp;,32.5&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.0&nbsp;,33.1&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon L5520, 2.26 GHz)",Yes,8,2,4,2,29.7&nbsp;,31.4&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5550, 2.66 GHz)",Yes,8,2,4,2,35.4&nbsp;,37.4&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.4&nbsp;,38.6&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.3&nbsp;,39.6&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon W5590, 3.33 GHz)",Yes,8,2,4,2,39.6&nbsp;,42.2&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon W5590, 3.33 GHz)",Yes,8,2,4,2,37.4&nbsp;,39.0&nbsp;
Dell Inc.,"Dell Precision T3500 (Intel Xeon W3580, 3.33 GHz)",Yes,4,1,4,2,35.7&nbsp;,38.6&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5502, 1.86 GHz)",Yes,2,1,2,1,18.2&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,18.0&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,16.4&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge R410 (Intel Xeon E5502, 1.86 GHz)",Yes,2,1,2,1,18.6&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.4&nbsp;,31.2&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5502, 1.86 GHz)",Yes,2,1,2,1,18.2&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5502, 1.86 GHz)",Yes,2,1,2,1,18.9&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,19.8&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge T610 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,19.1&nbsp;,Not Run&nbsp;&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,22.6&nbsp;,24.2&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon X5550, 2.66 GHz)",Yes,8,2,4,2,35.4&nbsp;,37.7&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon L5520, 2.26 GHz)",Yes,8,2,4,2,29.6&nbsp;,31.5&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,30.8&nbsp;,32.8&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,23.9&nbsp;,25.3&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,20.9&nbsp;,22.0&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,31.7&nbsp;,33.6&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon E5520, 2.26 GHz)",Yes,8,2,4,2,29.5&nbsp;,31.3&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,36.6&nbsp;,38.8&nbsp;
Dell Inc.,"PowerEdge R510 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,37.6&nbsp;,40.3&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon L3426, 1.86 GHz)",Yes,4,1,4,2,30.0&nbsp;,32.0&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,2,27.7&nbsp;,28.7&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,31.2&nbsp;,32.5&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,33.3&nbsp;,34.0&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,34.5&nbsp;,35.9&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,36.0&nbsp;,37.4&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,31.2&nbsp;,32.2&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,2,28.3&nbsp;,29.5&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,32.8&nbsp;,33.7&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,34.9&nbsp;,36.3&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,36.1&nbsp;,37.2&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,31.5&nbsp;,32.8&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,2,28.1&nbsp;,29.3&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,33.8&nbsp;,34.5&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,35.0&nbsp;,36.4&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,36.5&nbsp;,37.8&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Core i3-540, 3.06 GHz)",Yes,2,1,2,2,27.3&nbsp;,30.2&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Core i3-530, 2.93 GHz)",Yes,2,1,2,2,26.6&nbsp;,29.5&nbsp;
Dell Inc.,"PowerEdge T110 (Intel Core i3-540, 3.06 GHz)",Yes,2,1,2,2,27.4&nbsp;,30.3&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Core i3-530, 2.93 GHz)",Yes,2,1,2,2,26.7&nbsp;,29.5&nbsp;
Dell Inc.,"PowerEdge T310 (Intel Core i3-540, 3.06 GHz)",Yes,2,1,2,2,27.5&nbsp;,30.5&nbsp;
Dell Inc.,"PowerEdge R210 (Intel Core i3-530, 2.93 GHz)",Yes,2,1,2,2,26.6&nbsp;,29.5&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5504, 2.00 GHz)",Yes,8,2,4,1,25.1&nbsp;,26.7&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,40.4&nbsp;,42.5&nbsp;
Dell Inc.,"Dell Precision T7500 (Intel Xeon X5677, 3.47 GHz)",Yes,8,2,4,2,41.8&nbsp;,44.0&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8&nbsp;,43.6&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5560, 2.80 GHz)",Yes,8,2,4,2,39.8&nbsp;,42.5&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon X5550, 2.67 GHz)",Yes,8,2,4,2,38.2&nbsp;,40.9&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5540, 2.53 GHz)",Yes,8,2,4,2,34.6&nbsp;,36.8&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5530, 2.40 GHz)",Yes,8,2,4,2,33.1&nbsp;,35.6&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5520, 2.27 GHz)",Yes,8,2,4,2,32.4&nbsp;,34.5&nbsp;
Dell Inc.,"PowerEdge R710 (Intel Xeon E5506, 2.13 GHz)",Yes,8,2,4,1,26.4&nbsp;,28.1&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5640, 2.66 GHz)",Yes,8,2,4,2,36.4&nbsp;,38.9&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon E5630, 2.53 GHz)",Yes,8,2,4,2,35.5&nbsp;,38.0&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,45.1&nbsp;,48.0&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,41.5&nbsp;,44.3&nbsp;
Dell Inc.,"PowerEdge T710 (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,45.4&nbsp;,48.5&nbsp;
